row_index,actual_treatment,actual_visit,actual_conversion,uplift_two_model,uplift_class_transform,uplift_causal_forest,baseline_predicted_prob,uplift_class_transform_corrected
1553,0,0,0,0.0537066756001763,-0.2327434053752627,0.0086337726022132,0.3779352168241159,-0.26404388779787347
1554,1,0,0,0.2367584488698086,-0.2425140783587321,0.145817070864922,0.30781257205892,-0.27405270244028956
1555,0,0,0,-0.2804144726669976,-0.2284941942578121,0.0058754759668896,0.446884768561718,-0.2232769435937757
1556,1,0,0,-0.0059104724964245,-0.3114143478491231,0.0708875802181593,0.506577361552907,-0.35195228910920806
1557,1,0,0,-0.0635123755592684,-0.1468743766343967,0.0309898649447426,0.6354880531787849,-0.18226149272906522
1558,1,0,0,0.4178961149264248,-0.1164228288832758,0.1295265328307679,0.5222265362570624,-0.16477128850800227
1559,0,0,0,-0.2209855824219322,-0.1964683691051227,0.0315165415378024,0.5777483910553197,-0.20400108317027654
1560,1,0,0,0.1797720297917138,-0.2612389693924302,0.1184056455096702,0.5752388294075723,-0.17965693788631376
1561,0,1,0,0.2342689332142297,-0.1039358563377351,0.1061557003514825,0.4205862534433776,-0.12616874101165454
1562,1,0,0,0.1229737844036433,-0.2507367002509829,0.0679910557355493,0.1694161578690671,-0.206110491852725
1563,1,0,0,0.3157902184330712,-0.1190326513522975,0.1349719441367334,0.4729656638635966,-0.18309901715055932
1564,1,1,0,-0.2328235304204727,-0.2770064006060608,-0.0339255390311495,0.5012150410781228,-0.24922254318216275
1565,1,1,0,0.0226085901087407,0.0571297055713153,0.1283019108577402,0.7620186612579022,-0.08669003793877572
1566,1,0,0,0.0247066897532024,-0.2263482228776377,0.0941356410136888,0.3126620671418231,-0.14940634969179079
1567,1,0,0,0.1561295501107535,-0.1853522224485417,0.1096032283965121,0.4028556421787704,-0.1986298390197423
1568,0,1,0,-0.0832823910217205,-0.1639985548538246,-0.1019210797239506,0.5733442414006649,-0.18262595633225487
1569,1,0,0,-0.1453085350684489,-0.1531702878603325,0.0196897009505897,0.6455183549419288,-0.1291114686044973
1570,0,0,0,0.1229589412919511,-0.1679653558729091,0.0801095645221713,0.4993272791704413,-0.14770308121379205
1571,0,0,0,0.077924746013707,-0.2812094228814112,-0.0222251668647276,0.2608063165612752,-0.29001229899503955
1572,1,1,0,0.0092498613418535,-0.5429136194912623,0.0117815060185965,0.2971839195191355,-0.5035163184865419
1573,1,0,0,0.0065164106499134,-0.3047701050590304,0.0482943015100872,0.2238010185413023,-0.2364591269893025
1574,1,0,0,-0.0362011870055306,-0.2047193982153921,0.0708369945979088,0.3515346956327062,-0.18275794396846778
1575,1,0,0,-0.0063502461149043,-0.1802502201580176,0.0250178362931584,0.4343655658786687,-0.14509120776163287
1576,1,0,0,0.2211983477297606,-0.1018983434760349,0.1339856536077498,0.5831552963112561,-0.199003528762824
1577,1,0,0,-0.084023248817224,-0.1765330232537992,0.0191116772780219,0.4931219203044437,-0.13308680213877144
1578,1,0,0,-0.0677603495363341,-0.2946182361836243,0.0217219225794824,0.5212680764294005,-0.1414575953998417
1579,0,0,0,0.2013023166771709,-0.172663775780691,0.12531512241062,0.5046885455758415,-0.19186534485810935
1580,1,0,0,-0.0770381716701849,-0.0472025775588491,0.0397281735536744,0.4795510647379577,-0.12787262715268055
1581,1,0,0,0.2471992119206938,-0.1361375951036243,0.0953213443025151,0.4369651108860767,-0.18379628476492227
1582,1,1,0,0.1310241035454452,-0.2207525955365152,0.0706762875196552,0.3728690581303691,-0.2871516365425051
1583,0,0,0,0.1197620121981906,-0.2702773512638637,0.0487772249050833,0.3882835752573959,-0.27437246842007
1584,1,0,0,0.3485684479191157,0.0439786653261498,0.134445380823365,0.4159474742989303,-0.04767235479728815
1585,0,0,0,0.1006713955365696,-0.1203271798902505,0.0759476137778054,0.4124989181029572,-0.10707025398670611
1586,1,0,0,0.4627406468485536,-0.2552033229980085,0.1095586161940126,0.4893279503819088,-0.3589157383452868
1587,1,0,0,0.0488717405793916,0.0140089715074664,0.1176491984094443,0.531843065239604,-0.1683268057456292
1588,1,0,0,0.0253699773899899,-0.171895822454394,0.1241099657109522,0.4548366237957331,-0.16796425678075
1589,0,0,0,0.5375408985345885,-0.1629487235229819,0.1200191536107399,0.5129193538506752,-0.07266356413312902
1590,0,0,0,0.0856316824413934,-0.1875214449117215,0.0300711112934844,0.2729361272517376,-0.226534193436988
1591,1,0,0,-0.0423469815635073,-0.105506696372427,0.0886094772323508,0.5444790347914741,-0.11924678594522531
1592,1,1,0,0.1207483351574852,-0.223141970311324,0.1391570315777339,0.4934762662639513,-0.24979806189464182
1593,1,0,0,0.2804636325065656,-0.1271001930741564,0.0608640305121018,0.1874585737169505,-0.1695992797533613
1594,0,0,0,-0.1953645471899353,-0.1760018185287624,-0.0065489288661552,0.4124814319720163,-0.20753922027627836
1595,1,1,0,-0.1461009267461432,-0.2036735276756865,0.0370943087130952,0.5463828634075006,-0.11430391825357633
1596,0,1,0,0.0238229185879865,-0.1571321766186189,0.1262480174206929,0.5297336697579714,-0.13823090156998596
1597,1,0,0,-0.0932418541975333,-0.2686745345232078,0.0203511297131542,0.2867078104127722,-0.2097777351832627
1598,1,0,0,0.3570665051131798,-0.2051369001933102,0.1356173769875021,0.5540966250356261,-0.1418847998739955
1599,0,0,0,0.0484182977440665,-0.1183480549681377,0.1062111135056498,0.5447554595734035,-0.12563264520806872
1600,1,1,0,0.1857876222274232,-0.1189293828975028,0.0812053967823994,0.5462100319968985,-0.18841500620922436
1601,1,1,0,0.2925618944604195,-0.2164865164623176,0.0694819179039337,0.2864157972770548,-0.2059233317967648
1602,0,0,0,0.0263691185721084,-0.0754815898411677,0.0639523855288492,0.4948139629850969,-0.028643309979879072
1603,1,0,0,-0.0677770919170802,-0.1103701858660668,0.0267848680804485,0.4889090308338104,-0.19040900491512358
1604,1,1,0,0.1512675429234871,-0.1311306887051269,0.108455069658713,0.5982301726822762,-0.17167940433682827
1605,1,1,0,-0.0064453461256224,-0.1138305625175682,0.1071830290399031,0.6492967162716863,-0.18038299630491972
1606,1,1,0,-0.134288741197123,-0.1793685499627718,0.0666548144602645,0.5493968957722372,-0.12935178854361562
1607,0,0,0,-0.2076799140512337,-0.2101924941268114,-0.0243416238805357,0.5306876581677586,-0.20036389701390833
1608,1,0,0,-0.1068698165187029,-0.1686243638616151,0.0021051690334018,0.3991613919281962,-0.2407436315476752
1609,0,0,0,0.3841077690669146,-0.2974361429834432,0.091678291007189,0.5119501582523152,-0.2700409484706906
1610,0,0,0,0.0211839766017395,-0.2592747132787931,0.085991428410643,0.4720487588891033,-0.2083998814648067
1611,1,0,0,0.1763030809444479,-0.145430215324931,0.1370381763227882,0.4552913684752001,-0.13770945823609815
1612,0,0,0,0.0495599975446626,-0.2018760880203705,0.0929902243481808,0.4934985364453352,-0.15628671773843628
1613,1,0,0,0.0981082250263023,0.0329042057368882,0.1318959177526396,0.6616931121316842,-0.036868434095086555
1614,0,0,0,0.1495451828319007,-0.1409740534481847,0.0385641207969176,0.3220335809569096,-0.12572865026013813
1615,1,0,0,0.210267725925014,-0.2155690059898588,0.05503277714609,0.4607299588166015,-0.19304724968498888
1616,1,0,0,0.0167360951380755,-0.2388440565623751,0.0609740773298641,0.4156961135709172,-0.18957431417393245
1617,0,0,0,-0.209523607959928,-0.3337648361047927,0.0132918575940915,0.3140140179956231,-0.301308271831215
1618,1,0,0,0.2601024097992557,-0.2702603895858635,0.0452305821656,0.2167883100592839,-0.28378989298759494
1619,0,0,0,0.0628316434076292,-0.3701470913895889,0.1318267195197347,0.4369278958464542,-0.3380810523440382
1620,1,0,0,-0.0351235103005498,-0.4586066561617942,0.1098240671421457,0.4390274070701832,-0.12398942938654911
1621,0,0,0,0.2230271463202975,-0.1633799496533071,0.0815006396282727,0.5368582053601645,-0.14761872795835096
1622,1,0,0,0.2995763517481892,-0.2356594246071019,0.1465675162973311,0.3505326405862964,-0.15512615087706372
1623,0,0,0,0.046960423209504,-0.1699399349324069,0.0440526605164564,0.4091494539628981,-0.09836423208381317
1624,0,0,0,0.0575124415686587,-0.1581292498759771,0.0567696069249845,0.4235173946667445,-0.1547891024600403
1625,1,0,0,0.1141340906250965,-0.1132533106221712,0.0673494380296823,0.5506640848932187,-0.15417740122217172
1626,0,0,0,0.2170031077705014,-0.1532156331612654,0.0358295663843032,0.4261833669472487,-0.11430251023706028
1627,1,0,0,-0.2638722780495176,-0.1177595328886517,0.0539355465110179,0.4564024150346527,-0.2098124662759452
1628,0,0,0,0.2310226851601623,-0.2174531812911709,0.0798159772169084,0.3942897883850431,-0.18102056966289937
1629,0,0,0,0.3778427060004227,-0.2015298199459748,0.1086106444228875,0.6009467330356232,-0.18328378806887513
1630,1,0,0,-0.0094183790931686,-0.1371877769584016,0.0860888447394216,0.4228291675587088,-0.09405621617061588
1631,1,0,0,0.2111380615284592,0.0306541971001141,0.2200219366726333,0.5955446403783496,-0.08499830705130296
1632,1,0,0,0.2444509384248111,0.1147873154833367,0.1375949829579564,0.7182027792638995,0.029015115336226138
1633,1,1,0,-0.2439384059918956,-0.2855499641220516,-0.0723773117949444,0.3718460518495604,-0.23012523920606598
1634,1,0,0,0.1659193468922247,-0.0838736093584923,0.0915343335290928,0.2127273757286883,-0.05165463901133682
1635,1,0,0,-0.0975234673520958,-0.3127040047757857,-0.0022752930381776,0.6116315562415942,-0.30633600164870045
1636,0,0,0,-0.0874400787828584,-0.2586502662480441,0.036051808394183,0.5492577211799533,-0.285497856115998
1637,1,0,0,0.0479862488269601,-0.1083629168077567,0.1206959527732174,0.5560644131818773,-0.09089716036996232
1638,1,1,0,0.1031877530457844,-0.0824124829672424,0.1235517057643057,0.5759497717607953,-0.09343451150748028
1639,0,0,0,0.1441068864575783,-0.2267074680518852,0.0716228030056415,0.4998768073485359,-0.10034075086640548
1640,1,0,0,0.078553621054037,-0.178412249457727,0.0044851553090222,0.3603691533382899,-0.19204895614381767
1641,0,0,0,0.2802667875862741,-0.1656079646892851,0.0531525663141576,0.4923104701336105,-0.1351383727275569
1642,1,0,0,-0.1077492999263583,-0.1663775103272289,0.059635692589609,0.490740966481831,-0.13239263996507145
1643,1,0,0,0.0761619099775826,-0.1959132123462407,0.0548432178969993,0.3378643371233231,-0.2231956903072041
1644,0,0,0,0.1557638716094883,-0.0470430256572702,0.0316423484837318,0.5150905119006569,-0.0684883904506115
1645,0,0,0,-0.2074032629948148,-0.1602074828479642,-0.0965883154110736,0.3474473424668373,-0.17548655447765404
1646,0,0,0,0.1465472869016097,-0.3078885948678034,0.060963817007897,0.1277019783092341,-0.20045195570565288
1647,1,0,0,-0.101011436555108,-0.1651109690954575,0.0159332007546187,0.4008786542483947,-0.2683322149018399
1648,1,0,0,-0.0162977365738815,-0.2135898292789892,0.0430502649713177,0.1690472027355448,-0.2815876707535957
1649,1,1,0,0.0386450458160414,0.0216633882094505,0.1673604514335404,0.4003781578602037,-0.06782620176451992
1650,1,1,1,0.6631320203255181,0.3143231352872535,0.1692772933207499,0.7214624396714123,0.4490097280440015
1651,0,0,0,-0.0590952463235237,-0.048348777810082,0.0155886614298903,0.723982647775336,-0.07561186549202947
1652,0,0,0,0.0648009842115565,-0.2301659217838616,0.0377618982056259,0.3209488729177114,-0.29052226858370067
1653,1,0,0,0.1887153474362892,-0.1453592508007627,0.0786777721325203,0.490740966481831,-0.14692029113299732
1654,1,0,0,-0.0346888030156417,-0.2469445771573489,-0.0044944717951786,0.4722469227068418,-0.11005963249388562
1655,1,0,0,-0.1448748864329222,-0.204043535712068,0.0008165562077159,0.5892803242837815,-0.33107881609829826
1656,1,0,0,0.0316359284757475,-0.0701942517336307,0.0122381835028424,0.4435371271648481,-0.14321174797098468
1657,0,0,0,0.1878830132520306,-0.2190031454133401,0.0836604054230675,0.1509481993857318,-0.2077578415999668
1658,0,1,0,0.3096146223747665,-0.1216437233088976,0.0774778396564321,0.6035683005327082,-0.07228606863776266
1659,0,0,0,-0.1066168618936835,-0.3049248849243718,0.013461182772618,0.4636121802949678,-0.0848650380798015
1660,0,1,0,0.0371331549450547,-0.1595255716698204,0.1294497373763294,0.4714451890227882,-0.08958777985961086
1661,1,0,0,-0.1630937347517161,-0.0467857307820555,-0.0027991221699763,0.4798485049572032,-0.16131663645684124
1662,1,1,0,0.0012198007488619,-0.2909975873841643,0.0434928752882416,0.5238459080367568,-0.2921930143550818
1663,1,0,0,0.0306364786307237,-0.2250404100446639,0.0858299810972377,0.4458490661539185,-0.28163980036602
1664,0,0,0,0.0471153808558392,-0.1287069841379539,0.0610119385524194,0.5495575694430023,-0.1662007139520636
1665,0,0,0,-0.0477582185035179,-0.340254560758798,0.0519230058125325,0.531406260123679,-0.3442655390094306
1666,0,0,0,-0.1505359125882017,-0.181208661891889,0.0686343113487432,0.4148502724035439,-0.1644209645748771
1667,1,0,0,0.1257900465241223,-0.1695847162168102,0.0739465786312775,0.2509982156690178,-0.1965958564949538
1668,1,0,0,-0.0106606863158931,-0.2440395888111163,0.0794803818164884,0.2602586852192548,-0.27909259656051877
1669,1,0,0,0.057724548692139,-0.1999051812266126,0.1238271324029506,0.431553882017543,-0.19477928370425024
1670,1,0,0,-0.1400441164895666,-0.0340271378549306,0.0690334082053653,0.7535801770428356,-0.016058437002038906
1671,0,0,0,-0.1886652715655589,-0.1776091721031076,0.0114701558515734,0.5298960064933065,-0.1316823283450077
1672,1,1,0,0.2538880862046812,-0.1223409349267224,0.073483424942555,0.470414907933654,-0.25806225006438865
1673,1,0,0,-0.0812467388695658,-0.1757112168841017,0.047765784143923,0.4780049702901946,-0.2495311265046195
1674,0,0,0,-0.1926192618526685,-0.1364983004262092,0.0782291387936802,0.3388958041902865,-0.2740191170690255
1675,1,0,0,0.2301901592131583,-0.1506454929420214,0.12802194601017,0.5295549349962709,-0.1790180099221278
1676,1,0,0,0.1058275535518422,-0.0155472717775498,0.1015556258887155,0.7924408618084827,-0.02887422666621442
1677,1,1,0,-0.0797900802540872,-0.1945570180477376,-0.0443425678165249,0.5225539436106619,-0.1994711547692417
1678,1,0,0,0.0024098547282299,-0.184614277475384,0.0120071464594038,0.4841098958331346,-0.1672620075914366
1679,1,0,0,0.0022366055172028,-0.1549571814671243,0.0755127853421663,0.2447325862827648,-0.23709085843332034
1680,0,0,0,-0.1328232486214309,-0.1354779496339831,0.0235358050174898,0.4995231949290444,-0.09624564923876777
1681,0,1,1,-0.02184658056788,-0.12175737696167,0.0348778681021515,0.4135858688237137,-0.22485235860044572
1682,1,0,0,-0.1775604357597434,-0.2223678288181123,0.0456148693407392,0.4066379863004913,-0.2823281176453182
1683,0,0,0,-0.0203310943057302,-0.2776060036459987,-0.0127703531484744,0.5374343714386067,-0.269141452116478
1684,0,1,0,0.204526120056347,-0.3226220958303745,0.0506569522866426,0.3113677676642479,-0.2949124094079397
1685,0,0,0,-0.0314114825611127,-0.138940865936224,0.2049878397244456,0.5338134589907058,-0.13370695611999472
1686,0,0,0,0.0714869596819526,-0.0957420830493298,0.069499121680013,0.5370543077153721,-0.09676264226590336
1687,0,0,0,0.3106569923774592,-0.3396171571364342,0.1128991544095295,0.3174791143544148,-0.35114756591416507
1688,0,1,1,-0.2813784730180589,-0.3425885279044683,-0.1020974859814385,0.6196089856858121,-0.3030265669421429
1689,1,0,0,-0.0828790958479244,-0.2720656398923988,0.0721069271699429,0.4904092970511259,-0.23077753565667836
1690,0,1,0,0.1118506889928174,-0.3271296847839466,0.0454987198930453,0.3939088997021751,-0.2740497673695942
1691,0,0,0,-0.0277327141411831,-0.2803152335467388,0.0615937579162849,0.3556821689529744,-0.2732955225719932
1692,1,1,0,-0.11225415676903,-0.1976893085897156,-0.037688198487649,0.5769942781145923,-0.3042982582913245
1693,1,0,0,-0.0336004808811737,-0.1765264735503243,0.0233370001647104,0.2323133151853114,-0.27150405674431
1694,1,0,0,0.2157773130123907,-0.0099555939057452,0.151150904002546,0.5400036071086628,0.07884515718261031
1695,1,0,0,-0.0730308031703667,-0.0729876348155995,0.1566579216896029,0.3883094922458424,-0.0932771399375345
1696,1,1,0,-0.2057381387569928,-0.2658839186306546,-0.0059267759524116,0.4043464314731591,-0.2284333071168032
1697,1,0,0,-0.0905741363480209,-0.0911154771245317,0.0951457046666638,0.6510117854616468,-0.11077863702844071
1698,0,0,0,0.123600540026929,-0.267117479661408,0.0564290006953104,0.1648787936711941,-0.3100673286667782
1699,1,0,0,-0.1310224172818365,-0.2917731126502958,0.0421891272847715,0.5563357043155306,-0.3017030097429967
1700,1,0,0,-0.0774066895796071,-0.1739052458944351,-0.0117679811867746,0.4994206407066386,-0.1580833085536727
1701,1,1,0,-0.0540932239427983,-0.2000317562403565,0.065913928922796,0.3532699285900726,-0.3020361713980412
1702,1,0,0,0.141118983030088,-0.1665209080441198,0.0391833491933895,0.1764159300983141,-0.2287888839019766
1703,1,0,0,0.1085100302509381,-0.3245002347071445,0.0074090585145591,0.3495375835088628,-0.32015392910202545
1704,1,0,0,-0.1484638663479401,-0.1798294581546135,0.0458976284482821,0.5985335069255623,-0.21777240861244573
1705,1,0,0,0.183043176517165,-0.1995898169997945,0.1434719931918107,0.3827640634869538,-0.17007407589014234
1706,1,0,0,0.1500457616853536,-0.1607938909754369,0.1233856668414133,0.5422017020688283,-0.19139526834260678
1707,0,0,0,-0.069773542180026,-0.1768644751286365,-0.0071570032218318,0.6235444635764921,-0.16208488851005765
1708,0,0,0,-0.0222745876925423,-0.2524036538740047,0.074442910111477,0.5188776111558732,-0.2860169743019697
1709,0,0,0,-0.1069007350990893,-0.3331249748695735,-0.0413441194542293,0.4612772505624877,-0.34926638993852244
1710,0,1,0,0.181140763864038,0.0415840971315071,0.1589083736007054,0.5830374827711352,0.04482204516312427
1711,1,0,0,0.1469699952869224,-0.1338775064106927,0.1303145118478498,0.5695222303048061,-0.23318711044422258
1712,1,0,0,0.216454648165174,-0.1260718327044799,0.0683502891950511,0.4444353151438161,-0.09616511369054592
1713,1,0,0,0.2113562689633438,-0.1792611087783788,0.0992956854921027,0.5125127181835036,-0.16680500300325385
1714,0,1,0,0.078368759048586,-0.0952732070171481,0.0507772575003363,0.592564266028237,-0.114860762928084
1715,1,0,0,-0.0174073427691099,-0.0951619209447313,0.0058939286739921,0.6611221828216809,-0.10863944541113912
1716,0,0,0,0.312237543240867,-0.0033854155459847,0.1009570981562022,0.093519244985013,-0.1528417846991521
1717,1,0,0,0.213526595819051,-0.0757217984357373,0.1381023169037789,0.5751461546856619,-0.13176040654731347
1718,1,0,0,-0.1663616948976735,-0.1972329873049512,-0.0838044327068755,0.5263474882493074,-0.17418317684497386
1719,1,0,0,0.0100645522654549,-0.1610078208721321,-0.0316516118552764,0.4428438136181762,-0.16076658190922455
1720,1,0,0,0.0728745688852832,-0.2160714829138329,0.0281270991839198,0.5438959554392098,-0.14341701641840543
1721,1,1,0,0.4139270400913747,0.2459683923097726,0.0986982018537898,0.5756602025145025,0.01050445885204887
1722,1,0,0,0.0190368480865665,-0.0806042275341142,0.1235114918929903,0.5872156811485467,-0.15596723875389018
1723,1,0,0,0.4200723886296519,-0.1978436033697006,0.1110554080540617,0.3711772097051565,-0.17903488624317332
1724,0,0,0,-0.1449375519708237,-0.1759728590590241,0.0583678986980797,0.6182628888911517,-0.18206588858229233
1725,1,0,0,0.168461736580536,-0.1669497476711241,0.0947974364430841,0.4379890220956351,-0.21467473592290676
1726,0,0,0,0.1413309332893695,-0.1738562369711198,0.1155581273697711,0.3802637405866143,-0.27687620101258614
1727,1,0,0,0.2308450398502702,-0.1729336528057617,0.0994292958749495,0.3560232521211288,-0.17095544974172605
1728,0,0,0,-0.0137387949089013,-0.1788548485272306,0.0556368605369742,0.2887970255235985,-0.16582754236692343
1729,0,0,0,0.116806754893303,0.1750866177638708,0.0816132683785605,0.6972501300284604,-0.06419606607544681
1730,1,0,0,-0.020822335223538,-0.3424048830674366,0.0518423827681972,0.4678198980054392,-0.21811373681189705
1731,1,0,0,-0.0896052353297909,-0.2656679380525105,-0.0131282940755665,0.6931296036900086,-0.1745083635850726
1732,1,1,0,0.1600430795720843,-0.0805155839720127,0.1173509787016092,0.5382358107688273,-0.08213551247721962
1733,1,0,0,0.3099951978119086,0.0270016444455547,0.1693672724677075,0.6482127877535029,-0.06939082742435254
1734,0,0,0,0.020800436861633,-0.1745652184370806,0.0808827719552277,0.5390734323856757,-0.19828518703429088
1735,1,0,0,0.1147465636022488,-0.1600717359945136,0.0070326718831433,0.5150905119006569,-0.18701239845614104
1736,1,0,0,-0.1453793482722954,-0.1954410194601141,0.0537340552919062,0.3841399129574538,-0.32802860870261086
1737,1,0,0,-0.0728784632193886,-0.3116721431552309,0.0047987737189271,0.22339040163298,-0.2672725033261789
1738,1,1,0,0.0629710464915301,-0.2124406943699566,-0.0200562523545491,0.4618794771581554,-0.12344902818119852
1739,0,0,0,0.0115348609691677,-0.2048888440584478,0.0156554225429561,0.4806508477567677,-0.19527855022136098
1740,1,0,0,0.0305631680122294,-0.1297235829465218,0.0706101129403131,0.5203019601695166,-0.12968602555159603
1741,0,1,0,-0.1023209184204558,-0.2234467864755271,0.078749231486718,0.415545158649162,-0.19348917261509047
1742,0,1,0,-0.1144358217031082,-0.2160357588266653,0.0592798305472773,0.6010787382599223,-0.24632887602006615
1743,0,0,0,-0.023115328269839,-0.2366510115835526,0.0414902720473118,0.2530175024964769,-0.16481783208914158
1744,0,0,0,-0.1068043471479883,-0.2153128089295023,-0.0031514326290256,0.3877005124986183,-0.2715896706138736
1745,1,0,0,0.1894383723661988,-0.1316788413705896,0.1185268848226381,0.4453827094222385,-0.13170380089492784
1746,1,0,0,0.3436715451401608,-0.0757217984357373,0.1899031148557488,0.5751461546856619,-0.13176040654731347
1747,0,0,0,-0.0623333714897227,-0.3001518312258115,0.0680793385061809,0.3363820166558313,-0.36311407051918
1748,0,0,0,0.3901416586593016,-0.1184948426751547,0.0898955328462552,0.5959721597065651,-0.0795661089745906
1749,0,0,0,0.0307064900620372,-0.1449361885147982,0.0844186877256071,0.5039024618571768,-0.1839403874302039
1750,1,0,0,0.2698301586505258,-0.4394629011459533,0.1333615357221594,0.5329600656706738,-0.24047576650216995
1751,0,0,0,0.0828259992120153,-0.1198120471578984,0.016328245777222,0.5934668845730439,-0.1085477585254283
1752,0,0,0,0.1754538756018341,-0.1088415844548115,0.1275987665276922,0.4782160337140317,-0.1716168773649781
1753,0,0,0,0.013469471084733,-0.2084206272748021,0.0230575364095952,0.5388421169377665,-0.17801607727250957
1754,1,0,0,0.1401876247478659,-0.2472554570660881,0.0286602867131152,0.2555789096614634,-0.21677502259349424
1755,0,1,0,0.105518715192228,-0.1599308519458657,0.1022069042419276,0.4278217942625003,-0.181131503776365
1756,0,0,0,0.0793144136184418,-0.1514294351011588,0.0598251424760681,0.5236737755303436,-0.15442391088519536
1757,1,0,0,-0.1165377727393341,-0.2486879843119924,0.047957170818055,0.4190428843366637,-0.27615123364873584
1758,1,1,0,-0.2213044521544114,-0.3620883743951134,-0.0038734164028624,0.2928725010872362,-0.3357759903001135
1759,1,0,0,-0.1939116355971391,-0.1658330622082966,0.1120747431104699,0.5886717912503335,-0.16554668875596557
1760,0,0,0,0.1361142089142279,-0.2670199388216956,0.0383672889141069,0.5578900924520979,-0.3586991580476331
1761,1,0,0,0.0058706853680902,-0.1306952576942801,0.0672132019814409,0.5559268588489478,-0.07654312824189158
1762,1,1,0,0.1296517907799774,-0.040309571589214,0.1072542911625048,0.6047935885367326,-0.04653264755107067
1763,1,0,0,0.1033917152013278,-0.1450290197374648,0.028102774596754,0.4844407998102367,-0.21777112270762933
1764,1,0,0,0.205561496189164,-0.0734554596369927,0.1214517903323133,0.6206556414394124,-0.15697047095965966
1765,0,0,0,-0.0075526788616115,-0.146736151619517,0.0544913804172674,0.6331867687151259,-0.1395240875880629
1766,0,0,0,0.1858400555243363,-0.1914609231030754,0.0662935602733161,0.43036795249477,-0.059000083099893685
1767,0,0,0,-0.0947555007364504,-0.2750067906516835,0.0497574224971592,0.3895158374230047,-0.2872521564616868
1768,0,0,0,-0.0269652172574831,-0.3190574542059151,0.0410059871097285,0.5907396642093158,-0.2350484313704282
1769,1,0,0,0.1116438206407316,-0.1397734582842652,0.0814845652960459,0.3535107285397646,-0.03643466723451083
1770,1,1,1,0.1481414078318958,-0.25440801223457,0.0307791187866331,0.1754049525163919,-0.269020305333704
1771,1,0,0,0.009512462537159,-0.1347929512582637,0.0124360227022842,0.4714092946335541,-0.21598218994874363
1772,1,0,0,0.0925000092029448,-0.1084916379623734,0.1284051306463249,0.5397522693515828,-0.09777744974705771
1773,0,0,0,0.1261072360801789,-0.4045182305272967,0.0499969098045134,0.4298471501118073,-0.30851746678577985
1774,0,0,0,-0.0964492675161236,-0.3080182106885102,-0.0876389643620923,0.5754467044471573,-0.32077001080016165
1775,0,0,0,-0.1198335421711737,-0.1577762225802133,0.0387983805055842,0.4616572563773504,-0.13628897777688587
1776,0,0,0,0.2696640406230454,-0.1463916693473156,0.0898518600321797,0.5102875288119442,-0.1490221071473531
1777,1,0,0,0.5771092240293089,0.3572031916715861,0.2533639546710592,0.7421311502843785,0.24524160498984293
1778,0,0,0,0.2130112372985882,-0.2765582321207374,0.0686477988766287,0.2088464151160079,-0.2675808908724252
1779,1,0,0,0.1294511766393865,-0.0769767921107522,0.1220847298431577,0.5570827866540906,-0.0658823895098104
1780,0,1,0,-0.0919031320456412,-0.2110139446836338,-0.0630435035194775,0.5425163283482688,-0.2012001137755537
1781,0,0,0,0.0629199500785173,-0.1772082020810792,0.0310460664625549,0.5739573555025292,-0.18727375267518698
1782,1,1,0,-0.0237403016334132,-0.1757828314899227,0.0913266271920009,0.5288967934393684,-0.1999485681915456
1783,1,0,0,0.1063357683059138,-0.044379297559842,0.0685897215306505,0.6817197727202479,-0.04835779921465022
1784,0,0,0,0.0683558439323916,-0.2980129955758345,0.0690523092457806,0.5320698198847325,-0.2623661451799293
1785,1,0,0,0.096153722754236,0.166816362475314,0.1507305303330683,0.6688438150774467,0.16886311676346422
1786,1,0,0,-0.0479234383176798,-0.1837226895354625,0.129965171465629,0.4672871510299108,-0.20097681414860946
1787,0,0,0,0.1313229621098888,-0.1296118376779489,0.1085062181265785,0.4999178627165513,-0.18810702001174828
1788,1,0,0,0.0523473857964464,-0.2913633884826202,0.0024648422878181,0.4478491513896546,-0.16896926464713513
1789,1,1,0,-0.063493632873539,-0.1639704939760815,0.0032464654500043,0.3294652693014974,-0.08698787849324441
1790,1,1,0,-0.2708796614431692,-0.2288161783670071,0.0093111281474954,0.4514359932067128,-0.10196734783402628
1791,1,1,0,-0.0245663246526601,-0.2157169215288336,0.0645311161880044,0.2830263655587059,-0.1948431805483546
1792,1,0,0,-0.1246526286986397,-0.0720626375539696,0.1231330024551271,0.5407605676908301,-0.21419350549926852
1793,0,0,0,0.2374436258351434,-0.0178741947153866,0.1475905335603508,0.4775365054416499,-0.05466212597002018
1794,1,1,0,0.5871837952615112,-0.0635184256507385,0.1666345470649128,0.6446191306038248,-0.1005873508060604
1795,0,0,0,-0.0206717679896467,-0.2808217014055966,0.0695373082219035,0.6453366254089936,-0.18363862254832086
1796,1,0,0,0.3339416400992545,-0.1497551971814089,0.0616784942659031,0.4780521987090777,-0.16054367634040467
1797,0,0,0,0.2331427917919628,0.0738245974456692,0.1347528843361349,0.6493638663055765,0.04700692853629307
1798,1,0,0,0.2704130526263679,-0.1723650247312915,0.1273980604133548,0.521424245456551,-0.17202245615825695
1799,1,0,0,-0.0581412997013748,-0.1909981367421476,-0.0178822200555092,0.6424374315056831,-0.15341535313193055
1800,1,0,0,0.0673481644201047,-0.0306539288002181,0.0283312433123529,0.3591016544503149,-0.18190090355329636
